陀螺X(弧度),陀螺Y(弧度),陀螺Z(弧度),加速度X(mg),加速度Y(mg),加速度Z(mg),滚动角(度),俯仰角(度),航向角(度)
0.05078,-0.05276,-0.01761,-94.77898,42.36712,-1040.77600,-1.98605,-5.64725,79.85571
0.05078,0.97910,-0.01761,-94.77898,42.36712,-1040.77600,-1.98605,-5.64725,79.85571
0.05078,0.97910,-0.01761,-94.77898,42.36712,-1040.77600,-1.98605,-5.64725,79.85571
0.05734,0.00000,-0.01836,-99.54997,39.82810,-1040.02000,-1.80702,-5.83951,79.87704
0.05734,0.00000,-0.01836,-99.54997,39.82810,-1040.02000,-1.80702,-5.83951,79.87704
0.06707,-0.06610,-0.02128,-101.41200,35.97322,-1039.55300,-1.57112,-6.06027,79.85014
0.06707,0.00000,-0.02128,-101.41200,35.97322,-1039.55300,-1.57112,-6.06027,79.85014
0.07049,-0.06730,-0.02306,-104.49680,32.92842,-1039.18700,-1.37307,-6.24107,79.87065
0.07049,0.00000,-0.02306,-104.49680,32.92842,-1039.18700,-1.37307,-6.24107,79.87065
0.07049,0.00000,-0.02306,-104.49680,32.92842,-1039.18700,-1.37307,-6.24107,79.87065
0.06940,0.97830,-0.02462,-108.95530,28.17476,-1038.96800,-1.17998,-6.41612,79.85167
0.06940,0.97830,-0.02462,-108.95530,28.17476,-1038.96800,-1.17998,-6.41612,79.85167
0.07171,-0.05275,-0.02717,-112.37630,25.40995,-1039.81200,-0.98267,-6.48975,79.85350
0.07171,0.00000,-0.02717,-112.37630,25.40995,-1039.81200,-0.98267,-6.48975,79.85350
0.07171,0.00000,-0.02717,-112.37630,25.40995,-1039.81200,-0.98267,-6.48975,79.85350
0.07283,0.98680,-0.03000,-112.77500,21.57751,-1041.47600,-0.77668,-6.54194,79.81443
0.07283,0.98680,-0.03000,-112.77500,21.57751,-1041.47600,-0.77668,-6.54194,79.81443
0.08106,0.00000,-0.03347,-114.41750,18.04530,-1041.33800,-0.51134,-6.63973,79.78304
0.08106,0.00000,-0.03347,-114.41750,18.04530,-1041.33800,-0.51134,-6.63973,79.78304
0.08317,0.87430,-0.03430,-116.85400,14.53798,-1040.79400,-0.28135,-6.77332,79.73581
0.08317,0.87430,-0.03430,-116.85400,14.53798,-1040.79400,-0.28135,-6.77332,79.73581
0.08317,0.87430,-0.03430,-116.85400,14.53798,-1040.79400,-0.28135,-6.77332,79.73581
0.08927,-0.04542,-0.03388,-119.92070,10.75590,-1039.21200,-0.01582,-6.89477,79.74725
0.08927,-0.04542,-0.03388,-119.92070,10.75590,-1039.21200,-0.01582,-6.89477,79.74725
0.08927,0.00000,-0.03388,-119.92070,10.75590,-1039.21200,-0.01582,-6.89477,79.74725
0.08308,-0.04651,-0.03254,-122.38910,4.90970,-1039.22700,0.19770,-7.02831,79.73638
0.08308,0.97560,-0.03254,-122.38910,4.90970,-1039.22700,0.19770,-7.02831,79.73638
0.07846,-0.03773,-0.02809,-123.34030,1.10961,-1039.29900,0.37784,-7.06142,79.75443
0.07846,-0.03773,-0.02809,-123.34030,1.10961,-1039.29900,0.37784,-7.06142,79.75443
0.07992,-0.03942,-0.02759,-125.49770,-1.21388,-1038.57900,0.57234,-7.17658,79.72978
0.07992,-0.03942,-0.02759,-125.49770,-1.21388,-1038.57900,0.57234,-7.17658,79.72978
0.07992,0.00000,-0.02759,-125.49770,-1.21388,-1038.57900,0.57234,-7.17658,79.72978
0.08355,-0.03507,-0.02891,-126.34650,-4.90383,-1038.37500,0.80719,-7.22840,79.70893
0.08355,0.00000,-0.02891,-126.34650,-4.90383,-1038.37500,0.80719,-7.22840,79.70893
0.08515,-0.03288,-0.03239,-127.85290,-9.28327,-1038.35500,1.05616,-7.29465,79.67310
0.08515,0.00000,-0.03239,-127.85290,-9.28327,-1038.35500,1.05616,-7.29465,79.67310
0.08515,0.00000,-0.03239,-127.85290,-9.28327,-1038.35500,1.05616,-7.29465,79.67310
0.08512,-0.01800,-0.03287,-129.86250,-12.16879,-1038.76100,1.26285,-7.26343,79.64252
0.08512,0.98010,-0.03287,-129.86250,-12.16879,-1038.76100,1.26285,-7.26343,79.64252
0.09199,-0.00741,-0.03562,-130.37160,-16.83179,-1039.12400,1.62610,-7.20259,79.58791
0.09199,0.00000,-0.03562,-130.37160,-16.83179,-1039.12400,1.62610,-7.20259,79.58791
0.10779,-0.01253,-0.04034,-130.86550,-20.80963,-1038.49600,1.99790,-7.26663,79.51800
0.10779,0.00000,-0.04034,-130.86550,-20.80963,-1038.49600,1.99790,-7.26663,79.51800
0.10779,0.00000,-0.04034,-130.86550,-20.80963,-1038.49600,1.99790,-7.26663,79.51800
0.12692,-0.01128,-0.04471,-131.15500,-27.45964,-1037.24400,2.46307,-7.26560,79.41589
0.12692,0.00000,-0.04471,-131.15500,-27.45964,-1037.24400,2.46307,-7.26560,79.41589
0.12692,0.00000,-0.04471,-131.15500,-27.45964,-1037.24400,2.46307,-7.26560,79.41589
0.13831,0.97090,-0.04940,-131.37100,-33.76624,-1037.39500,2.89739,-7.26225,79.32366
0.13831,0.97090,-0.04940,-131.37100,-33.76624,-1037.39500,2.89739,-7.26225,79.32366
0.13137,-0.00494,-0.04716,-131.11630,-41.73281,-1037.22800,3.21478,-7.23354,79.26732
0.13137,-0.00494,-0.04716,-131.11630,-41.73281,-1037.22800,3.21478,-7.23354,79.26732
0.10666,0.00000,-0.04067,-131.12400,-47.49433,-1036.94500,3.35717,-7.17771,79.22688
0.10666,0.00000,-0.04067,-131.12400,-47.49433,-1036.94500,3.35717,-7.17771,79.22688
0.10666,0.00000,-0.04067,-131.12400,-47.49433,-1036.94500,3.35717,-7.17771,79.22688
0.09143,0.00056,-0.03615,-130.98350,-52.27167,-1036.30300,3.50846,-7.17854,79.21960
0.09143,0.00056,-0.03615,-130.98350,-52.27167,-1036.30300,3.50846,-7.17854,79.21960
0.08033,-0.00156,-0.03258,-132.23770,-56.48301,-1034.89800,3.65532,-7.20217,79.17058
0.08033,-0.00156,-0.03258,-132.23770,-56.48301,-1034.89800,3.65532,-7.20217,79.17058
0.08033,0.00000,-0.03258,-132.23770,-56.48301,-1034.89800,3.65532,-7.20217,79.17058
0.07866,0.00003,-0.03222,-131.35900,-61.00312,-1034.12100,3.86592,-7.17535,79.10797
0.07866,0.00003,-0.03222,-131.35900,-61.00312,-1034.12100,3.86592,-7.17535,79.10797
0.09251,0.96690,-0.03944,-132.26130,-64.12911,-1035.71500,4.18318,-7.16279,78.99282
0.09251,0.96690,-0.03944,-132.26130,-64.12911,-1035.71500,4.18318,-7.16279,78.99282
0.10326,-0.00059,-0.04288,-131.62520,-69.30950,-1035.75800,4.52754,-7.15907,78.87240
0.10326,-0.00059,-0.04288,-131.62520,-69.30950,-1035.75800,4.52754,-7.15907,78.87240
0.10326,0.00000,-0.04288,-131.62520,-69.30950,-1035.75800,4.52754,-7.15907,78.87240
0.10083,-0.00197,-0.04046,-130.77520,-74.69404,-1034.68300,4.78985,-7.14927,78.82349
0.10083,0.00000,-0.04046,-130.77520,-74.69404,-1034.68300,4.78985,-7.14927,78.82349
0.09335,-0.00039,-0.03589,-129.96450,-79.69791,-1034.63300,5.00027,-7.12190,78.76496
0.09335,-0.00039,-0.03589,-129.96450,-79.69791,-1034.63300,5.00027,-7.12190,78.76496
0.09335,0.95730,-0.03589,-129.96450,-79.69791,-1034.63300,5.00027,-7.12190,78.76496
0.08055,-0.00073,-0.02940,-130.24150,-83.32504,-1034.49100,5.13089,-7.12376,78.77329
0.08055,0.00000,-0.02940,-130.24150,-83.32504,-1034.49100,5.13089,-7.12376,78.77329
0.06652,0.00013,-0.02263,-128.52790,-86.85118,-1033.66400,5.21747,-7.08888,78.78231
0.06652,0.97550,-0.02263,-128.52790,-86.85118,-1033.66400,5.21747,-7.08888,78.78231
0.06652,0.97550,-0.02263,-128.52790,-86.85118,-1033.66400,5.21747,-7.08888,78.78231
0.06942,0.00183,-0.02226,-128.46790,-87.45352,-1032.60100,5.37277,-7.06503,78.74636
0.06942,0.00000,-0.02226,-128.46790,-87.45352,-1032.60100,5.37277,-7.06503,78.74636
0.09047,0.00884,-0.02937,-128.40000,-92.34518,-1033.13500,5.73265,-6.98259,78.67342
0.09047,0.00000,-0.02937,-128.40000,-92.34518,-1033.13500,5.73265,-6.98259,78.67342
0.09380,0.00250,-0.03087,-129.52830,-98.36285,-1032.69100,6.01852,-7.01691,78.59774
0.09380,0.93880,-0.03087,-129.52830,-98.36285,-1032.69100,6.01852,-7.01691,78.59774
0.09380,0.93880,-0.03087,-129.52830,-98.36285,-1032.69100,6.01852,-7.01691,78.59774
0.08885,0.90170,-0.03135,-129.34630,-104.56640,-1031.33100,6.26731,-6.98952,78.51675
0.08885,0.90170,-0.03135,-129.34630,-104.56640,-1031.33100,6.26731,-6.98952,78.51675
0.07455,0.00696,-0.02979,-129.43690,-108.19300,-1029.26500,6.38208,-6.96573,78.45497
0.07455,0.00000,-0.02979,-129.43690,-108.19300,-1029.26500,6.38208,-6.96573,78.45497
0.07455,0.00000,-0.02979,-129.43690,-108.19300,-1029.26500,6.38208,-6.96573,78.45497
0.07646,0.00000,-0.03185,-127.25810,-111.10680,-1029.52400,6.58242,-6.91220,78.41756
0.07646,0.00000,-0.03185,-127.25810,-111.10680,-1029.52400,6.58242,-6.91220,78.41756
0.09466,0.00000,-0.04279,-125.38670,-113.56000,-1030.16700,6.91065,-6.81290,78.27953
0.09466,0.00000,-0.04279,-125.38670,-113.56000,-1030.16700,6.91065,-6.81290,78.27953
0.09466,0.00000,-0.04279,-125.38670,-113.56000,-1030.16700,6.91065,-6.81290,78.27953
0.09655,0.00000,-0.04387,-123.09290,-122.05100,-1028.95100,7.24768,-6.72190,78.14394
0.09655,0.00000,-0.04387,-123.09290,-122.05100,-1028.95100,7.24768,-6.72190,78.14394
0.09450,0.01750,-0.04441,-122.67770,-126.44700,-1028.80300,7.55448,-6.63824,78.05498
0.09450,0.01750,-0.04441,-122.67770,-126.44700,-1028.80300,7.55448,-6.63824,78.05498
0.09450,0.00000,-0.04441,-122.67770,-126.44700,-1028.80300,7.55448,-6.63824,78.05498
0.07861,0.01628,-0.03691,-120.71820,-130.56250,-1028.31400,7.66161,-6.55315,77.99541
0.07861,0.01628,-0.03691,-120.71820,-130.56250,-1028.31400,7.66161,-6.55315,77.99541
0.06537,0.01313,-0.03099,-118.77960,-132.74140,-1028.19900,7.73981,-6.50806,77.98899
0.06537,0.01313,-0.03099,-118.77960,-132.74140,-1028.19900,7.73981,-6.50806,77.98899
0.06537,0.00000,-0.03099,-118.77960,-132.74140,-1028.19900,7.73981,-6.50806,77.98899
0.06270,0.01267,-0.02686,-118.01930,-134.11290,-1028.07900,7.88117,-6.46466,77.96513
0.06270,0.00000,-0.02686,-118.01930,-134.11290,-1028.07900,7.88117,-6.46466,77.96513
0.05662,0.00567,-0.02377,-117.86650,-136.75830,-1026.97100,7.97135,-6.48237,77.88917
0.05662,0.00000,-0.02377,-117.86650,-136.75830,-1026.97100,7.97135,-6.48237,77.88917
0.04980,0.00472,-0.02249,-117.37050,-140.48940,-1026.03900,8.07420,-6.45182,77.82946
0.04980,0.00472,-0.02249,-117.37050,-140.48940,-1026.03900,8.07420,-6.45182,77.82946
0.04980,0.00000,-0.02249,-117.37050,-140.48940,-1026.03900,8.07420,-6.45182,77.82946
0.05857,0.00762,-0.02503,-117.44150,-141.87400,-1026.26600,8.26978,-6.40320,77.78356
0.05857,0.97730,-0.02503,-117.44150,-141.87400,-1026.26600,8.26978,-6.40320,77.78356
0.06878,0.01012,-0.03103,-117.57070,-145.53270,-1027.17700,8.51446,-6.34359,77.66467
0.06878,0.00000,-0.03103,-117.57070,-145.53270,-1027.17700,8.51446,-6.34359,77.66467
0.06878,0.00000,-0.03103,-117.57070,-145.53270,-1027.17700,8.51446,-6.34359,77.66467
0.07757,0.01651,-0.03445,-115.04520,-149.22480,-1025.96200,8.77593,-6.22517,77.57729
0.07757,0.00000,-0.03445,-115.04520,-149.22480,-1025.96200,8.77593,-6.22517,77.57729
0.07511,0.02030,-0.03536,-114.15300,-154.90070,-1024.21900,8.98697,-6.13288,77.47934
0.07511,0.00000,-0.03536,-114.15300,-154.90070,-1024.21900,8.98697,-6.13288,77.47934
0.07511,0.00000,-0.03536,-114.15300,-154.90070,-1024.21900,8.98697,-6.13288,77.47934
0.05735,0.96460,-0.03438,-113.67540,-159.64900,-1023.55700,9.06134,-6.06266,77.39172
0.05735,0.96460,-0.03438,-113.67540,-159.64900,-1023.55700,9.06134,-6.06266,77.39172
0.04413,0.87210,-0.03069,-111.11500,-160.94870,-1025.66900,9.08681,-5.91706,77.37013
0.04413,0.87210,-0.03069,-111.11500,-160.94870,-1025.66900,9.08681,-5.91706,77.37013
0.04413,0.87210,-0.03069,-111.11500,-160.94870,-1025.66900,9.08681,-5.91706,77.37013
0.05738,0.00000,-0.03407,-109.59850,-160.54570,-1024.75500,9.28233,-5.85853,77.23370
0.05738,0.00000,-0.03407,-109.59850,-160.54570,-1024.75500,9.28233,-5.85853,77.23370
0.07236,0.88630,-0.04302,-106.75110,-165.26900,-1025.67100,9.58212,-5.68686,77.07399
0.07236,0.88630,-0.04302,-106.75110,-165.26900,-1025.67100,9.58212,-5.68686,77.07399
0.06859,0.02542,-0.04154,-104.52590,-170.35240,-1025.12100,9.76676,-5.61128,77.00179
0.06859,0.02542,-0.04154,-104.52590,-170.35240,-1025.12100,9.76676,-5.61128,77.00179
0.06859,0.00000,-0.04154,-104.52590,-170.35240,-1025.12100,9.76676,-5.61128,77.00179
0.06629,0.03012,-0.04227,-104.00840,-173.20890,-1025.84000,9.93029,-5.48917,76.87891
0.06629,0.03012,-0.04227,-104.00840,-173.20890,-1025.84000,9.93029,-5.48917,76.87891
0.06689,0.03565,-0.04260,-101.89310,-176.15640,-1024.57000,10.11012,-5.33170,76.75180
0.06689,0.03565,-0.04260,-101.89310,-176.15640,-1024.57000,10.11012,-5.33170,76.75180
0.06689,0.00000,-0.04260,-101.89310,-176.15640,-1024.57000,10.11012,-5.33170,76.75180
0.07284,0.03313,-0.04370,-100.09190,-178.93190,-1022.60900,10.33629,-5.23823,76.65325
0.07284,0.00000,-0.04370,-100.09190,-178.93190,-1022.60900,10.33629,-5.23823,76.65325
0.07397,0.03831,-0.04449,-98.04810,-182.54570,-1023.73700,10.54521,-5.07547,76.53996
0.07397,0.03831,-0.04449,-98.04810,-182.54570,-1023.73700,10.54521,-5.07547,76.53996
0.07019,0.04036,-0.04307,-96.44798,-186.66200,-1023.52500,10.71732,-4.94262,76.43508
0.07019,0.04036,-0.04307,-96.44798,-186.66200,-1023.52500,10.71732,-4.94262,76.43508
0.07019,0.00000,-0.04307,-96.44798,-186.66200,-1023.52500,10.71732,-4.94262,76.43508
0.07105,0.04331,-0.04283,-93.24434,-189.35910,-1022.10700,10.90373,-4.78246,76.30801
0.07105,0.87640,-0.04283,-93.24434,-189.35910,-1022.10700,10.90373,-4.78246,76.30801
0.06856,0.04257,-0.04254,-89.48685,-193.37920,-1021.38700,11.08589,-4.62074,76.22076
0.06856,0.00000,-0.04254,-89.48685,-193.37920,-1021.38700,11.08589,-4.62074,76.22076
0.06856,0.00000,-0.04254,-89.48685,-193.37920,-1021.38700,11.08589,-4.62074,76.22076
0.06686,0.04639,-0.04549,-85.32774,-196.83060,-1021.33300,11.26033,-4.42604,76.08660
0.06686,0.00000,-0.04549,-85.32774,-196.83060,-1021.33300,11.26033,-4.42604,76.08660
0.04954,0.04605,-0.04360,-83.15025,-199.68570,-1019.88700,11.37218,-4.28835,75.98636
0.04954,0.88730,-0.04360,-83.15025,-199.68570,-1019.88700,11.37218,-4.28835,75.98636
0.04954,0.88730,-0.04360,-83.15025,-199.68570,-1019.88700,11.37218,-4.28835,75.98636
0.04058,0.86320,-0.04399,-80.33842,-201.26830,-1020.02600,11.37319,-3.96841,75.89208
0.04058,0.86320,-0.04399,-80.33842,-201.26830,-1020.02600,11.37319,-3.96841,75.89208
0.03822,0.05060,-0.03685,-76.98122,-204.21300,-1021.38800,11.46723,-3.87044,75.83337
0.03822,0.00000,-0.03685,-76.98122,-204.21300,-1021.38800,11.46723,-3.87044,75.83337
0.03822,0.00000,-0.03685,-76.98122,-204.21300,-1021.38800,11.46723,-3.87044,75.83337
0.04122,0.00000,-0.03690,-74.34782,-207.26570,-1021.57700,11.60411,-3.72091,75.72849
0.04122,0.00000,-0.03690,-74.34782,-207.26570,-1021.57700,11.60411,-3.72091,75.72849
0.03865,0.97830,-0.03601,-70.70004,-208.72110,-1019.73400,11.69418,-3.55505,75.65054
0.03865,0.97830,-0.03601,-70.70004,-208.72110,-1019.73400,11.69418,-3.55505,75.65054
0.04202,0.00000,-0.03630,-67.72996,-209.08960,-1019.57000,11.80167,-3.33764,75.58457
0.04202,0.00000,-0.03630,-67.72996,-209.08960,-1019.57000,11.80167,-3.33764,75.58457
0.04202,0.00000,-0.03630,-67.72996,-209.08960,-1019.57000,11.80167,-3.33764,75.58457
0.03656,0.07384,-0.03991,-65.82726,-210.42760,-1020.00200,11.85091,-3.00354,75.50494
0.03656,0.07384,-0.03991,-65.82726,-210.42760,-1020.00200,11.85091,-3.00354,75.50494
0.03656,0.00000,-0.03991,-65.82726,-210.42760,-1020.00200,11.85091,-3.00354,75.50494
0.02654,0.07827,-0.04062,-58.27641,-213.50460,-1020.58300,11.86650,-2.71218,75.41985
0.02654,0.00000,-0.04062,-58.27641,-213.50460,-1020.58300,11.86650,-2.71218,75.41985
0.01496,0.06003,-0.02692,-54.64923,-212.15190,-1019.42300,11.80537,-2.64671,75.41300
0.01496,0.06003,-0.02692,-54.64923,-212.15190,-1019.42300,11.80537,-2.64671,75.41300
-0.00574,0.00000,-0.01757,-51.89729,-212.93750,-1020.27000,11.66623,-2.60721,75.40045
-0.00574,0.00000,-0.01757,-51.89729,-212.93750,-1020.27000,11.66623,-2.60721,75.40045
-0.00574,0.97290,-0.01757,-51.89729,-212.93750,-1020.27000,11.66623,-2.60721,75.40045
-0.00718,0.03520,-0.01165,-49.81653,-215.09890,-1021.43700,11.65831,-2.54894,75.36102
-0.00718,0.00000,-0.01165,-49.81653,-215.09890,-1021.43700,11.65831,-2.54894,75.36102
-0.00640,0.04159,-0.01104,-49.18317,-211.69770,-1021.14800,11.59796,-2.40409,75.32091
-0.00640,0.00000,-0.01104,-49.18317,-211.69770,-1021.14800,11.59796,-2.40409,75.32091
-0.00640,0.00000,-0.01104,-49.18317,-211.69770,-1021.14800,11.59796,-2.40409,75.32091
-0.00959,0.05525,-0.01909,-33.27150,-212.97080,-1018.87600,11.57251,-1.99220,75.31924
-0.00959,0.00000,-0.01909,-33.27150,-212.97080,-1018.87600,11.57251,-1.99220,75.31924
-0.00843,0.06686,-0.02318,-36.56962,-212.21460,-1019.85200,11.54536,-1.76213,75.23849
-0.00843,0.87470,-0.02318,-36.56962,-212.21460,-1019.85200,11.54536,-1.76213,75.23849
-0.01700,0.05973,-0.02268,-33.94304,-211.38510,-1021.82900,11.43751,-1.60495,75.17995
-0.01700,0.00000,-0.02268,-33.94304,-211.38510,-1021.82900,11.43751,-1.60495,75.17995
-0.01700,0.00000,-0.02268,-33.94304,-211.38510,-1021.82900,11.43751,-1.60495,75.17995
-0.01022,0.05655,-0.02352,-31.97197,-211.46890,-1021.68300,11.45146,-1.44499,75.13318
-0.01022,0.00000,-0.02352,-31.97197,-211.46890,-1021.68300,11.45146,-1.44499,75.13318
-0.01225,0.05721,-0.02298,-33.21585,-207.02750,-1020.37700,11.35596,-1.32432,75.03675
-0.01225,0.00000,-0.02298,-33.21585,-207.02750,-1020.37700,11.35596,-1.32432,75.03675
-0.01225,0.00000,-0.02298,-33.21585,-207.02750,-1020.37700,11.35596,-1.32432,75.03675
-0.01713,0.00000,-0.03665,-30.23049,-209.67180,-1019.42800,11.31790,-0.93824,74.86018
-0.01713,0.00000,-0.03665,-30.23049,-209.67180,-1019.42800,11.31790,-0.93824,74.86018
-0.01879,0.93930,-0.04835,-24.25233,-207.93890,-1020.60300,11.23927,-0.49212,74.68780
-0.01879,0.93930,-0.04835,-24.25233,-207.93890,-1020.60300,11.23927,-0.49212,74.68780
-0.01879,0.93930,-0.04835,-24.25233,-207.93890,-1020.60300,11.23927,-0.49212,74.68780
-0.02310,0.10669,-0.05040,-15.60256,-208.89510,-1023.77300,11.16977,-0.10115,74.55109
-0.02310,0.10669,-0.05040,-15.60256,-208.89510,-1023.77300,11.16977,-0.10115,74.55109
-0.02485,0.87530,-0.04398,-11.42098,-209.34620,-1022.68000,11.10680,0.08800,74.42472
-0.02485,0.87530,-0.04398,-11.42098,-209.34620,-1022.68000,11.10680,0.08800,74.42472
-0.02485,0.88300,-0.04398,-11.42098,-209.34620,-1022.68000,11.10680,0.08800,74.42472
-0.02192,0.07460,-0.03202,-5.57420,-207.12760,-1023.31300,11.05923,0.23204,74.35107
-0.02192,0.07460,-0.03202,-5.57420,-207.12760,-1023.31300,11.05923,0.23204,74.35107
-0.02261,0.00000,-0.02412,-0.91158,-205.06210,-1023.64800,11.00174,0.35039,74.29988
-0.02261,0.00000,-0.02412,-0.91158,-205.06210,-1023.64800,11.00174,0.35039,74.29988
-0.03411,0.04787,-0.01520,0.58513,-203.11850,-1024.25200,10.78855,0.39442,74.22640
-0.03411,0.04787,-0.01520,0.58513,-203.11850,-1024.25200,10.78855,0.39442,74.22640
-0.03411,0.00000,-0.01520,0.58513,-203.11850,-1024.25200,10.78855,0.39442,74.22640
-0.03979,0.03219,-0.00382,2.65433,-200.23640,-1025.38900,10.63124,0.39913,74.21770
-0.03979,0.97730,-0.00382,2.65433,-200.23640,-1025.38900,10.63124,0.39913,74.21770
-0.04178,0.02937,0.00204,2.27393,-197.88510,-1023.27600,10.50526,0.45697,74.22266
-0.04178,0.02937,0.00204,2.27393,-197.88510,-1023.27600,10.50526,0.45697,74.22266
-0.04178,0.00000,0.00204,2.27393,-197.88510,-1023.27600,10.50526,0.45697,74.22266
-0.04780,0.04171,0.01192,4.52048,-195.26760,-1024.30900,10.31900,0.62349,74.28661
-0.04780,0.00000,0.01192,4.52048,-195.26760,-1024.30900,10.31900,0.62349,74.28661
-0.05424,0.04018,0.02044,7.34291,-193.02980,-1023.94100,10.13609,0.71483,74.39306
-0.05424,0.93780,0.02044,7.34291,-193.02980,-1023.94100,10.13609,0.71483,74.39306
-0.05424,0.93780,0.02044,7.34291,-193.02980,-1023.94100,10.13609,0.71483,74.39306
-0.06516,0.03649,0.02877,8.84438,-192.46290,-1024.24000,9.92113,0.76440,74.49673
-0.06516,0.03649,0.02877,8.84438,-192.46290,-1024.24000,9.92113,0.76440,74.49673
-0.07016,0.03173,0.03629,10.53776,-188.02560,-1026.33400,9.69486,0.80391,74.56326
-0.07016,0.86810,0.03629,10.53776,-188.02560,-1026.33400,9.69486,0.80391,74.56326
-0.07016,0.86810,0.03629,10.53776,-188.02560,-1026.33400,9.69486,0.80391,74.56326
-0.06772,0.88550,0.03975,11.24604,-183.41460,-1026.12300,9.50815,0.78913,74.64819
-0.06772,0.88550,0.03975,11.24604,-183.41460,-1026.12300,9.50815,0.78913,74.64819
-0.07040,0.00000,0.03847,10.88395,-181.69780,-1028.62900,9.31004,0.83071,74.70437
-0.07040,0.00000,0.03847,10.88395,-181.69780,-1028.62900,9.31004,0.83071,74.70437
-0.09231,0.03014,0.04384,12.63145,-176.79400,-1028.61900,8.92062,0.93424,74.84402
-0.09231,0.87450,0.04384,12.63145,-176.79400,-1028.61900,8.92062,0.93424,74.84402
-0.09231,0.87450,0.04384,12.63145,-176.79400,-1028.61900,8.92062,0.93424,74.84402
-0.09794,0.97840,0.04442,14.32014,-170.00960,-1029.25900,8.59651,1.04188,74.97462
-0.09794,0.97840,0.04442,14.32014,-170.00960,-1029.25900,8.59651,1.04188,74.97462
-0.10533,0.00000,0.04694,15.34757,-166.58010,-1031.45800,8.27551,1.13335,75.11911
-0.10533,0.00000,0.04694,15.34757,-166.58010,-1031.45800,8.27551,1.13335,75.11911
-0.10533,0.00000,0.04694,15.34757,-166.58010,-1031.45800,8.27551,1.13335,75.11911
-0.11538,0.00000,0.04771,18.27484,-162.04880,-1032.12900,7.91586,1.28311,75.23921
-0.11538,0.00000,0.04771,18.27484,-162.04880,-1032.12900,7.91586,1.28311,75.23921
-0.11392,0.04141,0.04992,20.22363,-154.46800,-1032.09400,7.58762,1.37040,75.35486
-0.11392,0.04141,0.04992,20.22363,-154.46800,-1032.09400,7.58762,1.37040,75.35486
-0.11392,0.00000,0.04992,20.22363,-154.46800,-1032.09400,7.58762,1.37040,75.35486
-0.10324,0.03450,0.05042,22.73387,-147.95320,-1033.90400,7.34407,1.42603,75.48927
-0.10324,0.00000,0.05042,22.73387,-147.95320,-1033.90400,7.34407,1.42603,75.48927
-0.09095,0.02481,0.04864,21.65472,-142.97720,-1035.19300,7.15049,1.40272,75.56818
-0.09095,0.02481,0.04864,21.65472,-142.97720,-1035.19300,7.15049,1.40272,75.56818
-0.09095,0.00000,0.04864,21.65472,-142.97720,-1035.19300,7.15049,1.40272,75.61357
-0.08170,0.02273,0.04258,23.20726,-139.20310,-1035.16100,6.97804,1.44575,75.61357
-0.08170,0.00000,0.04258,23.20726,-139.20310,-1035.16100,6.97804,1.44575,75.61357
-0.08575,0.02355,0.04375,23.90335,-134.83270,-1037.11900,6.71105,1.49827,75.68980
-0.08575,0.00000,0.04375,23.90335,-134.83270,-1037.11900,6.71105,1.49827,75.68980
-0.09350,0.02585,0.04250,25.68108,-131.01770,-1038.33000,6.41781,1.57920,75.81584
-0.09350,0.02585,0.04250,25.68108,-131.01770,-1038.33000,6.41781,1.57920,75.81584
-0.09350,0.00000,0.04250,25.68108,-131.01770,-1038.33000,6.41781,1.57920,75.81584
-0.09882,0.03375,0.04267,25.85336,-126.93760,-1036.35700,6.12243,1.67972,75.90401
-0.09882,0.00000,0.04267,25.85336,-126.93760,-1036.35700,6.12243,1.67972,75.90401
-0.09394,0.04435,0.03952,28.51718,-120.10060,-1039.46200,5.85429,1.86523,75.99955
-0.09394,0.87090,0.03952,28.51718,-120.10060,-1039.46200,5.85429,1.86523,75.99955
-0.09394,0.87090,0.03952,28.51718,-120.10060,-1039.46200,5.85429,1.86523,75.99955
-0.08203,0.00000,0.03271,30.77251,-117.01970,-1040.58300,5.70901,1.99288,76.02245
-0.08203,0.00000,0.03271,30.77251,-117.01970,-1040.58300,5.70901,1.99288,76.02245
-0.07274,0.04592,0.02880,34.48197,-112.97060,-1040.13700,5.55652,2.14063,76.06081
-0.07274,0.00000,0.02880,34.48197,-112.97060,-1040.13700,5.55652,2.14063,76.06081
-0.07086,0.04212,0.02138,37.39018,-108.35390,-1041.15400,5.35004,2.26159,76.05407
-0.07086,0.97530,0.02138,37.39018,-108.35390,-1041.15400,5.35004,2.26159,76.05407
-0.07086,0.97530,0.02138,37.39018,-108.35390,-1041.15400,5.35004,2.26159,76.05407
-0.06445,0.95270,0.01669,38.94984,-104.29590,-1040.25000,5.17124,2.36993,76.03741
-0.06445,0.95270,0.01669,38.94984,-104.29590,-1040.25000,5.17124,2.36993,76.03741
-0.06321,0.03120,0.01373,40.41816,-102.66640,-1040.87800,5.00768,2.41264,76.02054
-0.06321,0.03120,0.01373,40.41816,-102.66640,-1040.87800,5.00768,2.41264,76.02054
-0.06321,0.00000,0.01373,40.41816,-102.66640,-1040.87800,5.00768,2.41264,76.02054
-0.06236,0.03276,0.01390,40.89168,-97.36272,-1038.21500,4.83351,2.51146,76.01861
-0.06236,0.03276,0.01390,40.89168,-97.36272,-1038.21500,4.83351,2.51146,76.01861
-0.06709,0.02727,0.01401,43.06239,-95.30779,-1038.70400,4.61871,2.55079,76.00230
